Title,Author,Year,Citation count,Open access,Keyword
OPEN-BANKING AS A TREND IN THE DEVELOPMENT OF FINANCIAL TECHNOLOGIES,Zhanna Dovhan|Yuliia Halitseiska,2021,9,Open Access,Context (archaeology)|SWOT analysis|Originality|Business|Financial services|Accounting|Process (computing)|Marketing|Finance|Computer science|Qualitative research
Study of Current Trends of Participation of Population of the BRICS and OECD Countries in the Global Online Labor Market,Gulnaz F. Galieva|Ekaterina V. Sazanova|E. N. Dik|R. R. Amineva,2023,7,Open Access,Order (exchange)|Context (archaeology)|Population|Business|Economics|Developing country|Market access|Economic growth|Geography
Towards Synthesizing High-Dimensional Tabular Data with Limited Samples,Zuqing Li|Junhao Gan|Jianzhong Qi,2025,0,Open Access,Curse of dimensionality|Robustness (evolution)|Regularization (linguistics)|Stability (learning theory)|Training set|Sensitivity (control systems)|Generative model|Generative grammar
"SYSTEMATIC REVIEW ON THE PSYCHOMETRIC, RELIABILITY AND VALIDITY PROPERTIES OF TRANSLATED NEUROPATHIC PAIN SCREENING TOOLS (DN4, LANSS AND PDQ) 1 JANUARY 2005 – 19 JULY 2019",Temitope R. Fagbohun,2021,7,Open Access,Reliability (semiconductor)|Neuropathic pain|Scopus|Validity|Web of science|Psychology|Medicine|Clinical psychology|MEDLINE|Psychometrics|Meta-analysis|Pathology|Pharmacology|Chemistry|Physics
Comparison of Legal Regulation of Expense Accounting in the Russian Federation and the People’s Republic of China,Anatolii V. Kholkin|Vladimir D. Lubofeev|Alina V. Ovcharenko|Anastasia A. Sozinova|Lubov N. Shapkina,2023,3,NOT Open Access,Accounting|Russian federation|Novelty|Originality|China|Accounting information system|Accounting standard|Business|Financial accounting|Political science|Law|Psychology
Towards Synthesizing High-Dimensional Tabular Data with Limited Samples,Association for Artificial Intelligence 2026|Junhao Gan|Zuqing Li|Jianzhong Qi,2026,0,Open Access,Curse of dimensionality|Robustness (evolution)|Regularization (linguistics)|Stability (learning theory)|Training set|Sensitivity (control systems)|Generative model|Generative grammar
Towards Synthesizing High-Dimensional Tabular Data with Limited Samples,Zuqing Li|Junhao Gan|Jianzhong Qi,2026,0,Open Access,Curse of dimensionality|Robustness (evolution)|Regularization (linguistics)|Stability (learning theory)|Training set|Sensitivity (control systems)|Generative model|Generative grammar
Generative Adversarial Network-based machine learning framework for mapping and predicting nanostructures distribution in nanoparticulate composites,Nesrine Ben Amor|Muhammad Tayyab Noman|Michal Petrů,2026,5,NOT Open Access,Interpretability|Robustness (evolution)|Artificial neural network|Mean squared error|Uncertainty quantification|Generative grammar|Bayesian probability|Nonlinear system
Improving time-to-market using SDL tools and techniques,Nikolai Mansurov|Robert L. Probert,2001,6,NOT Open Access,Computer science|Time to market|Operating system
Tools used to assess methodological quality of primary mixed methods or multi-method studies: a scoping review protocol,Cindy Stern|Heather Loveday|Christina Godfrey|Danielle Pollock|Quan Hong|Kendra L. Rieger|Matthew Stephenson|Nisha Kurian|Jacopo Fiorini|Lucylynn Lizarondo,2025,5,Open Access,CINAHL|PsycINFO|Checklist|Critical appraisal|Data extraction|Protocol (science)|Systematic review|Scopus|Inclusion (mineral)|MEDLINE|Computer science|Medicine|Management science|Data science|Psychology|Psychological intervention|Alternative medicine|Nursing|Engineering
Comorbidity and functional outcomes after hip fracture: an umbrella review protocol,David H. Nguyen|David Lightfoot|W. Shane Journeay,2022,5,NOT Open Access,Comorbidity|Hip fracture|Medicine|MEDLINE|Systematic review|Checklist|Critical appraisal|Meta-analysis|Physical therapy|Cohort study|Alternative medicine|Psychiatry|Osteoporosis|Internal medicine|Psychology|Pathology
INNOVATIVE AND TECHNOLOGICAL DEVELOPMENT OF INDUSTRIAL ENTERPRISES WITHIN THE FRAMEWORK OF THE NEW PARADIGM OF TECHNOECONOMICS,Yu. S. Polozhentsev|O. А. Kryzhanovskaya|Irina Maltseva,2023,4,Open Access,Context (archaeology)|Computer science|Term (time)|Paradigm shift|Technological change|Management science|Frame (networking)|Process management|Knowledge management|Business|Engineering|Artificial intelligence
External labor migration in the Russian Federation,Pavel Smelov|E. A. Egorova,2019,4,Open Access,Microdata (statistics)|Russian federation|Legislation|Christian ministry|Labor relations|Official statistics|Harmonization|Phenomenon|Political science|Business|Population|Demographic economics|Economics|Law|Economic policy|Census|Sociology|Statistics
"Table extraction, analysis, and interpretation: the current state of the TabbyDOC project","Alexey Shigarov|Nikita O. Dorodnykh|Yurin, Alexander|Andrey Mikhailov|Viacheslav Paramonov",2021,1,Open Access,Table (database)|Interpretation (philosophy)|Computer science|State (computer science)|Current (fluid)|Extraction (chemistry)|Data mining|Engineering|Algorithm|Programming language|Chemistry|Electrical engineering|Chromatography
"A Late Ordovician ancient loessite deposit in a glacially-influenced setting?: the Milton member of the Queenston Formation in southern Ontario, and synthesis of the background concepts behind a novel interpretation",A P Hamblin,2016,1,NOT Open Access,Ordovician|Interpretation (philosophy)|Geology|Paleontology|Geochemistry|Archaeology|History|Computer science|Programming language
Orchestrating Federated Tabular Synthesis at Scale with Fault-Tolerant Pipeline Execution,Nathaniel Kang,2026,0,Open Access,Bottleneck|Pipeline (software)|Differential privacy|Workload|Big data|Data aggregator|Scale (ratio)|Interoperability|Personalization|Bayesian probability
Assessment in Undergraduate Competency-Based Medical Education: A Systematic Review,Sandeep Gupta|Tripti Srivastava,2024,11,Open Access,Formative assessment|Scopus|Medical education|Inclusion (mineral)|MEDLINE|Focus group|Medicine|Psychology|Pedagogy
Prehospital interventions to reduce discomfort caused by immobilization in adult trauma victims: a scoping review protocol,Mauro Mota|Madalena Cunha|Eduardo Santos|Tito Abrantes|Filipe Melo|Mariana P. Monteiro|Margarida Reis Santos,2022,4,Open Access,Psychological intervention|Protocol (science)|Medical emergency|Medicine|Psychiatry|Alternative medicine|Pathology
CFMS: A Coarse-to-Fine Multimodal Synthesis Framework for Enhanced Tabular Reasoning,Qixian Huang|Hongqiang Lin|Tong Fu|Yingsen Wang|Zhenghui Fu|Qirui Wang|Yiding Sun|Dongxu Zhang,2026,0,Open Access,Robustness (evolution)|Tuple|Visual reasoning|Perception|Sequence (biology)|Visualization|Question answering|Spatial intelligence
CFMS: A Coarse-to-Fine Multimodal Synthesis Framework for Enhanced Tabular Reasoning,Qixian Huang|Hongqiang Lin|Tong Fu|Yingsen Wang|Zhenghui Fu|Qirui Wang|Yiding Sun|Dongxu Zhang,2026,0,Open Access,Robustness (evolution)|Tuple|Visual reasoning|Perception|Sequence (biology)|Visualization|Question answering|Spatial intelligence
Measuring women’s experiences of maternity care: protocol for a systematic review of self-report survey instruments,Claire Beecher|Richard A. Greene|Laura M. O’Dwyer|Ethel Ryan|Mark White|Michelle Beattie|Declan Devane,2020,4,Open Access,Medicine|CINAHL|Protocol (science)|Data extraction|Credibility|Context (archaeology)|Inclusion (mineral)|MEDLINE|Quality (philosophy)|Nursing|Survey instrument|Medical education|Family medicine|Alternative medicine|Applied psychology|Psychological intervention|Psychology|Social psychology
Evaluation Metrics for Synthetic Tabular Data Benchmarking,SOVEREIGN Research Kernel,2026,0,Open Access,Benchmarking|Measure (data warehouse)|Generative grammar|Synthetic data|Generative model
Evaluation Metrics for Synthetic Tabular Data Benchmarking,SOVEREIGN Research Kernel,2026,0,Open Access,Benchmarking|Measure (data warehouse)|Generative grammar|Synthetic data|Generative model
Improving Credit Card Fraud Detection Through Transformer-Enhanced Gan Oversampling,Kashaf  ul Emaan,2026,2,Open Access,Oversampling|Credit card fraud|Credit card|Feature (linguistics)|Classifier (UML)|Byte|Random forest|Adversarial system|Encoder
Ways to optimize income tax and their impact on income budgets of the constituent entities of the Russian Federation,Н. З. Зотиков,2024,3,Open Access,Russian federation|Gross income|Income tax|Public economics|Business|State income tax|Economics|Economic policy|Tax reform
SCADE: A Comprehensive Framework for Critical System and Software Engineering,Thierry Le Sergent,2011,13,NOT Open Access,Computer science|Systems Modeling Language|Software engineering|Systems engineering|Software|Unified Modeling Language|Engineering|Operating system
6 - Towards Synthesizing High-Dimensional Tabular Data with Limited Samples,Association for Artificial Intelligence 2026|Junhao Gan|Zuqing Li|Jianzhong Qi,2026,0,Open Access,Curse of dimensionality|Robustness (evolution)|Regularization (linguistics)|Stability (learning theory)|Training set|Sensitivity (control systems)|Generative model|Generative grammar
Vitamin D status in the active duty Navy military personnel: protocol for a systematic review,Moisés Henriques|Diogo Rodrigues|Ema Sacadura‐Leite|Susana Viegas|Florentino Serranheira,2022,3,Open Access,Medicine|Active duty|Navy|Military personnel|Scopus|Population|Public health|Military medicine|MEDLINE|Environmental health|Family medicine|Pathology|Law
Correlation between Differential Privacy Metrics and LLM Reasoning Accuracy Degradation in Synthetic Tabular Data,Assignee Research,2026,0,Open Access,Differential privacy|Synthetic data|Relation (database)|Information privacy|Differential (mechanical device)
Activity levels across the intensity spectrum in athletes: a systematic review protocol,Jacob J. Capin|Nicola D. Ridgers|Jena Heck Street|Alissa Fial|Grant R. Tomkinson,2024,4,Open Access,Protocol (science)|Athletes|Systematic review|Intensity (physics)|Physical medicine and rehabilitation|Medicine|Physical therapy|Biology|MEDLINE|Physics|Alternative medicine|Optics|Pathology
Care bundles for improving outcomes in patients with COVID-19 or related conditions in intensive care - a rapid scoping review,Valerie Smith|Declan Devane|Alistair Nichol|David Roche,2020,21,Open Access,Medicine|Guideline|Intensive care medicine|Intensive care unit|Intensive care|MEDLINE|ARDS|Pneumonia|Psychological intervention|Health care|Cochrane Library|Emergency medicine|Randomized controlled trial|Internal medicine|Nursing|Pathology|Lung
Family Navigation Programs for Children With Autism Spectrum Disorder: A Scoping Review,Fēi Li|Qinling Li|Qiao Shen|Xin Zhang|Hongyao Leng|Yue Liu|Xianlan Zheng,2025,4,NOT Open Access,Medicine|Autism spectrum disorder|Autism|Psychiatry
Correlation between Differential Privacy Metrics and LLM Reasoning Accuracy Degradation in Synthetic Tabular Data,Assignee Research,2026,0,Open Access,Differential privacy|Synthetic data|Relation (database)|Information privacy|Differential (mechanical device)
Assessing the Reliability of Amplified RNA Used in Microarrays,Edward D. Bearden|Pippa Simpson|Charlotte A. Peterson|Marjorie L. Beggs,2006,2,NOT Open Access,RNA|Reliability (semiconductor)|DNA microarray|Computer science|Replication (statistics)|Microarray|Microarray analysis techniques|Computational biology|Data mining|Biology|Gene|Genetics|Gene expression
Breaking the Quality-Privacy Tradeoff in Tabular Data Generation via In-Context Learning,Xinyan Han|Yan Lu|Xiaoyu Lin|Yuanyuan Jiang|Yuanrui Wang|Xuanyue Li|Wenchao Zou|Xingxuan Zhang,2026,0,Open Access,Context (archaeology)|Training set|Generative grammar|Synthetic data|Prior probability|Memorization|Data modeling|Quality (philosophy)
Conflicting Definitions of Self-Regulation in Occupational Therapy: A Scoping Review,Kelsey Philpott‐Robinson|Dianne Blackwell|Casey Regan|Carl Leonard|Kirsti Haracz|Alison E. Lane|Kylie Wales,2024,4,Open Access,Occupational therapy|Psychology|Psychotherapist|Medicine|Psychiatry
Breaking the Quality-Privacy Tradeoff in Tabular Data Generation via In-Context Learning,Xinyan Han|Yan Lu|Xiaoyu Lin|Yuanyuan Jiang|Yuanrui Wang|Xuanyue Li|Wenchao Zou|Xingxuan Zhang,2026,0,Open Access,Context (archaeology)|Training set|Generative grammar|Synthetic data|Prior probability|Memorization|Data modeling|Quality (philosophy)
Exploring experiences of times without care and encounters in dementia: protocol for a living and adaptive evidence map,Julian Hirt|Laura Adlbrecht|Carola Maurer|Thomas Beer,2023,5,Open Access,PsycINFO|CINAHL|Dementia|Medicine|Observational study|MEDLINE|Grey literature|Long-term care|Protocol (science)|Citation|Health care|Minimum Data Set|Nursing|Gerontology|Medical education|Alternative medicine|Psychological intervention|World Wide Web|Nursing homes|Pathology
Artificial intelligence in pediatric allergy research,Daniil Lisik|Rani Basna|Duy-Tai Dinh|Christian Hennig|Syed Ahmar Shah|Göran Wennergren|Emma Goksör|Bright I. Nwaru,2024,5,Open Access,Medicine|Context (archaeology)|Atopic dermatitis|Disease|Allergy|Blueprint|Data science|Computer science|Immunology|Pathology
ReL8r: A New Benchmarking Framework for Tabular Data Generators Using Constructed Relationships,Melle Mendikowski|Benjamin Schindler|Thomas Schmid|Ralf Möller|Mattis Hartwig,2026,0,NOT Open Access,Benchmarking|Thesaurus|Generator (circuit theory)|Data processing
Understanding resilience among transition-age youth with serious mental illness: protocol for a scoping review,Amy Nesbitt|Catherine M. Sabiston|Melissa L. deJonge|Skye Barbic|Nicole Kozloff|Emily Nalder,2022,6,Open Access,Mental health|Medicine|Context (archaeology)|Grey literature|Mental illness|CLARITY|Population|Psychological resilience|Psychiatry|Psychology|MEDLINE|Psychotherapist|Environmental health
Toward Form-Function Relationships for Mesoscale Structure in Convection,Brian Mapes,2021,3,Open Access,Mesoscale meteorology|Convection|Function (biology)|Geology|Atmospheric sciences|Meteorology|Mechanics|Environmental science|Physics|Climatology|Biology
Comprehensive Generative Performance Measures for Tabular Data Evaluation,Assignee Research,2026,0,Open Access,Generative grammar|Generative model|Measure (data warehouse)|Data-driven|Synthetic data
