Geography,Gender,HasCrCard,IsActiveMember,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,borrar,Exited
0,0,0,1,11028,2276,7,3813,1,12043,12185,0
2,0,1,0,24110,1161,5,4283,0,17105,17279,0
0,0,1,0,17365,1527,7,0,1,24558,24545,0
2,1,0,0,4130,1038,6,0,1,2297,2329,0
2,1,0,0,10345,3394,9,14331,0,2158,2148,0
2,1,1,1,19935,1527,8,0,0,24246,24227,0
1,0,1,1,7342,1916,6,7803,2,5222,5115,1
0,1,1,1,11940,1527,5,2688,0,7989,8048,0
0,1,1,0,14823,1161,4,14484,0,7934,7943,1
1,0,1,0,4698,781,8,5578,1,6864,6828,0
0,1,1,1,20755,2544,1,12257,0,18703,18683,0
1,0,1,1,5836,82,10,456,0,16113,16007,1
0,1,1,0,11682,1652,9,0,1,241,261,0
1,0,1,0,1147,1161,3,13909,0,15238,15459,0
0,1,1,0,16344,4327,3,0,0,19236,19221,1
1,0,1,0,18440,3918,7,9266,0,12004,11991,1
2,0,0,1,14772,2918,6,0,0,23701,23694,0
2,0,1,1,13145,3394,8,0,0,2805,2856,1
0,1,1,0,9952,2156,6,9092,1,17888,17827,1
2,0,1,0,23158,2156,8,0,1,15575,15567,0
1,0,1,0,7782,2918,1,12702,0,11573,11613,1
1,0,0,1,6536,3791,5,7069,2,1906,1956,1
0,0,1,1,312,1652,5,0,1,10815,10821,0
1,1,1,0,5797,1418,6,5819,0,6696,6672,1
2,1,1,1,2725,1484,7,5866,0,3260,3272,0
2,1,1,1,15512,2406,6,10854,0,19307,19390,0
0,1,1,1,19962,4786,2,657,0,1957,1947,0
2,0,1,1,43,4424,1,10808,0,9773,9465,1
2,1,1,1,11114,1527,4,5341,1,16425,16419,0
0,0,0,0,1987,657,7,0,1,10821,10863,0
0,1,1,0,23589,2077,3,7867,0,18423,18297,0
1,1,1,1,25284,4530,0,7723,0,11251,11211,1
0,1,1,1,2684,781,7,12808,1,24845,24869,0
2,1,1,0,2379,411,2,0,1,7448,7456,0
0,1,1,0,23519,1161,9,0,1,22569,22605,0
0,0,1,1,13248,2544,1,8700,0,19394,19413,0
2,1,1,1,21623,2668,8,0,1,15461,15561,0
0,0,1,0,20593,3541,5,0,0,3834,3889,1
1,1,1,0,6690,3541,7,10362,0,15567,15559,1
2,1,1,1,13515,5252,1,0,1,24159,24163,0
0,0,1,0,11047,2221,6,0,0,1716,1722,0
0,1,1,1,15279,3650,5,15772,0,5272,5249,0
2,0,0,0,18156,1214,6,2864,0,12306,12340,0
1,0,1,0,13160,1918,9,9375,1,16253,16225,0
1,0,1,0,22816,2544,3,3610,3,1917,1934,1
2,1,1,1,2737,1038,4,2260,1,16736,16756,0
0,0,1,1,20917,1527,2,0,1,19447,19453,0
2,0,0,0,14473,1652,4,0,1,13411,13353,0
1,0,1,1,25033,2276,2,6795,0,1035,1021,1
1,1,0,0,17601,2544,2,14412,2,18041,18035,1
0,0,1,1,14507,1298,5,7601,1,20956,20943,0
1,1,1,0,18255,931,1,4932,1,10863,10906,0
1,0,1,1,16697,3541,10,3421,1,20590,20675,1
0,0,0,0,11869,2668,1,0,1,1503,1489,0
1,1,0,1,185,2040,7,6846,0,396,398,1
2,0,1,0,20542,3169,1,5390,0,23353,23492,1
1,1,1,1,21416,3279,5,4470,0,13690,13645,0
0,0,1,1,25284,1418,2,648,1,18391,18388,0
0,0,1,0,22822,2826,10,0,1,227,223,0
0,0,0,1,7567,3116,0,0,2,20054,20122,1
0,1,1,1,21868,1265,6,0,1,12572,12593,0
2,1,1,1,19,1916,0,0,0,24087,23873,1
0,1,1,1,12255,2668,7,11014,0,12861,13076,0
0,1,1,1,19014,1161,9,0,1,5383,5314,0
0,0,1,0,6456,1527,5,16130,0,7890,7786,1
2,1,1,1,25284,2156,0,11969,0,12419,12542,0
0,1,1,0,12088,2644,8,0,0,3748,3723,0
0,1,1,1,5056,1781,4,0,1,11342,11302,0
1,1,1,1,4704,5391,8,15474,0,16010,16132,0
0,0,1,0,24214,1161,3,0,1,13602,13580,0
2,0,1,0,25284,3169,4,10309,0,7328,7328,0
0,1,1,1,18645,1527,1,2978,0,6798,6707,0
2,1,0,0,10171,1916,5,7924,0,9103,9103,0
1,1,0,0,11936,5393,5,8449,0,910,922,1
0,0,1,0,99,4666,8,5442,0,20133,20075,1
2,1,1,0,20241,51,5,0,1,17687,17526,0
0,1,0,0,9929,2668,3,15111,0,4083,4069,0
0,1,1,1,17290,2918,7,0,2,7318,7349,0
0,1,1,0,7276,1161,6,4680,0,939,935,0
0,0,1,0,3623,4545,3,0,2,1356,1344,1
1,0,0,1,10382,1161,7,3821,1,8069,7987,0
0,1,0,0,3138,298,6,4568,1,23830,23700,1
0,1,1,0,6385,1916,6,0,0,1412,1418,0
1,1,1,1,6286,1652,9,6625,0,12555,12590,0
2,0,0,1,324,1161,1,15390,0,16304,16370,0
0,0,1,0,20076,2703,1,14954,0,11889,12284,0
0,1,1,0,15877,1527,3,0,1,569,560,0
0,1,0,0,12868,1418,1,8778,0,1647,1569,0
1,0,1,1,24234,502,8,14004,0,17119,17125,0
2,0,1,1,12116,1161,6,0,1,1989,1958,0
1,1,0,1,6563,2406,2,14238,1,2762,2756,0
0,1,1,0,11155,2406,3,7294,1,10817,10824,0
1,0,1,0,4923,1418,7,4699,0,5065,5096,1
0,1,1,1,16448,2327,1,2985,0,18001,17627,0
2,0,1,0,8695,4917,4,23,1,13009,12924,1
0,1,1,1,5131,2040,4,71,0,3821,3760,0
2,0,1,0,22110,2918,6,0,1,4735,4837,0
1,0,1,1,12327,1916,3,2251,1,20521,20534,0
0,0,1,0,5177,4620,6,0,0,3409,3433,1
0,1,1,0,4465,781,6,0,1,15499,15487,0
0,1,0,0,11425,1038,0,16219,0,21722,21779,0
2,0,1,0,5271,5586,9,2807,0,23725,23599,0
1,1,1,1,15462,1038,3,11362,0,24785,24763,1
2,1,1,0,10628,1527,5,0,0,923,941,0
1,0,1,0,25284,2040,2,700,0,3192,3208,0
0,1,1,0,20162,2276,0,0,0,23018,22973,0
1,1,1,0,18678,1478,7,6131,0,6335,6351,0
1,1,1,0,2990,3541,5,4763,2,15626,15581,1
2,1,1,1,6194,3279,4,4841,1,19024,19060,0
2,1,0,1,5549,1418,3,7049,0,23067,23035,0
0,1,0,0,11559,147,10,9929,0,23062,23088,0
0,1,0,0,15591,1038,9,0,1,10447,10471,0
0,1,1,1,3088,1527,5,0,0,15242,15303,0
0,0,1,0,9710,2040,8,0,0,14594,14663,0
1,1,1,1,11432,1916,6,10538,1,10857,10754,0
1,0,0,1,5445,3033,2,11446,1,16098,16361,0
2,0,1,1,12916,2406,7,8218,1,24528,24504,0
0,0,1,1,18587,1652,7,4726,1,17809,17806,0
0,0,1,0,14942,3033,2,3603,0,1984,1966,1
1,1,1,0,10972,2276,8,10846,0,21287,21357,1
0,1,1,1,12760,1839,4,11834,0,25653,25673,0
1,0,1,0,2025,2412,2,4245,0,18240,18314,1
0,0,1,1,6373,1652,8,0,1,20844,20752,0
0,1,1,0,22189,1527,9,0,1,13586,13540,0
1,1,1,1,13952,2674,4,11376,1,9655,9642,1
0,1,1,1,1588,4034,9,0,1,13485,13372,0
1,1,1,0,14722,3541,4,2891,0,11913,11958,1
1,1,1,0,22508,5931,6,4640,0,5924,5950,1
1,1,0,0,8208,1316,4,15042,1,8940,8939,0
1,1,1,0,19093,1781,1,12949,0,7927,7886,0
0,1,1,1,5054,2803,6,4038,0,18067,18036,0
1,1,1,1,8514,3279,2,16250,1,10472,10784,0
0,1,1,0,14211,2040,4,8575,0,10346,10304,0
1,1,1,0,21185,2803,9,8003,1,5202,5244,1
2,1,1,0,1297,1652,5,0,1,13843,13851,0
0,0,1,0,11736,781,8,4594,0,2667,2629,0
0,1,1,1,232,2927,8,14475,0,16971,17047,0
2,0,1,0,117,2803,4,0,1,18964,18776,0
2,1,1,1,220,2276,6,5320,0,4044,4022,0
2,1,1,1,14672,1161,5,0,1,400,406,0
2,1,1,0,15275,85,7,1456,1,9646,9750,0
1,0,1,0,18187,4916,2,6919,0,17272,17231,1
1,0,1,0,19610,4390,2,1304,0,14031,14061,0
0,1,1,0,15312,2156,9,0,1,156,152,0
1,1,0,0,25230,4486,1,16034,0,19541,19514,1
2,1,0,1,9013,3033,1,5519,0,21371,21397,0
0,0,0,0,13565,3279,9,10391,0,863,846,0
0,0,1,1,13147,2040,1,0,1,341,329,0
0,0,0,0,22196,2918,2,4791,0,10867,10823,1
1,0,1,1,21793,2156,3,8747,0,24467,24467,0
0,0,0,0,17112,2156,5,0,1,14256,14260,0
2,1,1,1,20253,2668,3,0,1,12356,12344,0
0,0,1,1,12483,2544,8,3330,0,20584,20703,0
0,0,1,1,19193,1916,2,0,0,20809,20569,0
2,0,0,1,17039,5585,2,0,1,22025,21918,0
2,1,1,0,14259,2544,7,0,1,13288,13291,0
0,1,0,1,6207,1418,7,11180,0,23646,23712,0
1,0,0,0,2101,2156,8,15429,0,25471,25480,0
0,1,1,1,14417,5381,6,12604,0,6247,6236,0
0,0,0,1,7365,438,2,0,1,2947,3130,0
2,1,0,1,10426,2406,3,16459,2,8451,9264,1
1,0,1,0,2991,4306,3,14851,0,9736,9797,0
2,1,1,0,18764,3394,0,15777,0,11890,12095,1
1,1,1,0,8776,2156,3,3361,1,25100,25075,0
0,0,1,0,21854,3394,1,12807,0,17813,17778,1
0,1,1,1,13520,1276,8,14549,1,12086,12104,0
0,1,1,1,17428,1652,4,0,1,24632,24574,0
0,0,1,1,8012,2406,2,1933,0,5322,5332,0
0,0,1,0,613,2040,4,10540,0,24832,24834,0
2,0,1,0,23048,4306,1,7558,0,18532,18693,1
0,0,0,1,4346,2406,6,5233,0,18047,18079,0
2,1,1,0,22357,1038,8,0,2,19924,19816,0
1,1,0,1,21533,2406,8,7345,1,25572,25559,0
0,0,0,0,17544,3033,8,10916,1,11214,11229,0
2,1,1,1,5156,1161,9,753,1,20528,20547,0
1,1,1,1,3868,2276,6,13310,1,18349,18383,0
1,0,0,0,17602,3169,3,1159,0,14942,14894,1
0,0,1,1,14110,2918,7,0,1,7844,7906,0
0,1,0,0,4815,4524,0,14993,0,17950,17714,0
0,1,0,1,14061,2050,0,0,1,702,688,0
1,1,1,1,14298,2016,8,5343,1,7278,7262,0
0,1,0,1,11698,1916,7,16384,0,3604,3661,1
2,0,0,0,2364,2218,9,10133,0,2247,2232,0
0,0,1,1,8364,3338,5,10676,0,5525,5411,0
0,1,1,1,21215,2040,9,7424,0,22733,22732,0
1,1,1,0,21326,1527,6,7486,0,2653,2665,0
0,1,1,0,22961,5650,7,11364,0,2668,2657,1
0,0,0,0,18878,1781,5,0,1,7109,7114,0
0,0,1,1,24353,2406,1,9023,0,23009,22942,0
2,1,1,1,22701,1432,7,0,1,25462,25488,0
1,0,0,0,9897,2902,5,14528,0,8720,8794,0
2,0,1,0,9003,3033,1,0,0,12244,12312,0
1,1,0,1,22009,1350,2,5653,1,9548,9481,0
2,0,1,0,1801,1781,5,0,1,23589,23608,0
0,0,1,1,12555,6126,5,6103,0,20441,20408,0
2,1,0,1,16373,2668,8,0,1,12267,12299,0
2,1,1,0,19764,2406,6,0,1,11942,11972,0
0,0,1,0,9300,4407,6,0,0,3519,3556,1
2,1,1,1,13865,2216,2,1378,1,25264,25276,0
0,1,1,0,16537,4051,0,0,0,14753,14670,0
0,0,1,1,18568,1781,7,12036,1,24763,24733,0
0,1,0,0,24574,2544,9,15259,0,4526,4541,0
2,0,0,1,7599,1890,5,0,1,21178,21172,0
0,1,1,1,18558,5011,2,785,0,14272,14280,0
1,1,0,0,15602,1298,2,15876,0,1481,1473,0
1,0,0,1,22416,781,5,15987,0,18743,18746,1
0,0,1,0,22143,2040,1,0,1,16660,16695,0
0,1,1,0,11926,2276,7,11846,1,14882,14827,1
1,0,1,1,13296,1038,2,3624,1,3323,3292,0
0,0,1,0,15681,3541,5,12081,1,17175,16886,1
0,1,1,0,14722,1781,5,0,1,18787,18793,0
0,1,1,0,16508,2040,1,4221,0,22402,22355,0
2,1,1,1,24882,1161,9,3769,0,10671,10652,0
0,1,0,0,25145,1298,7,0,1,21874,21834,0
2,0,1,0,722,781,9,0,0,17431,17347,0
0,0,1,1,23812,922,3,0,1,10679,10713,0
1,1,0,0,19653,3918,9,6825,0,20774,20705,1
2,0,1,0,4380,3394,2,2792,1,23162,23224,1
2,1,1,0,18805,2803,5,9500,0,16588,16568,0
2,1,1,0,19700,2156,7,0,1,2333,2344,0
1,1,1,1,10249,3541,4,11030,3,13747,13610,1
0,1,1,0,7570,781,4,0,1,5867,5866,0
0,1,0,0,10480,2668,7,0,0,10042,10053,0
0,1,0,1,25284,4424,2,5927,0,12717,12687,1
0,1,1,1,21518,2668,10,0,0,18168,18025,0
0,1,1,1,22066,2500,6,7624,0,10372,10376,0
0,1,1,0,11663,2088,8,8810,2,24123,24137,1
0,0,1,0,3522,5443,2,0,0,2459,2454,1
0,0,1,0,10336,2406,2,2111,1,12672,12658,0
1,0,1,0,20738,657,7,9632,1,21334,21589,1
2,0,0,1,4382,2156,4,0,1,1551,1623,0
1,1,0,0,1050,2918,1,9006,0,19770,19903,1
0,1,1,0,14722,183,6,0,1,22925,22900,0
0,0,1,1,15195,2668,9,16007,0,3516,3528,0
0,0,1,0,15767,2544,7,0,0,15295,15469,0
2,1,1,0,22206,2406,1,0,1,8562,8627,0
0,1,1,0,715,1527,6,11867,0,20073,20031,0
2,1,1,0,23433,2717,8,0,1,17029,17071,0
1,1,1,1,7381,3791,3,15392,1,16798,16815,0
2,1,0,1,5326,3033,1,0,0,20379,20411,1
0,0,1,0,9620,1418,5,12728,0,10527,10550,0
0,1,1,0,17251,1916,0,4312,0,10253,10351,0
2,0,1,0,2482,4399,3,82,2,16393,16570,1
2,0,0,0,10901,1916,4,0,1,25051,25054,0
2,0,1,1,14656,1418,8,0,1,6720,6655,0
0,0,1,1,2168,2668,9,0,1,4591,4550,0
1,1,1,0,12772,2806,9,14907,0,17467,17479,1
0,1,1,0,15767,2668,10,0,1,4237,4170,0
0,1,1,0,25284,2156,5,7072,0,9726,9684,0
2,1,1,0,13880,3796,8,0,1,21701,21717,1
0,1,1,0,25232,1652,9,1701,1,15762,15783,0
0,0,1,1,8313,2276,10,0,1,4346,4300,0
0,0,1,0,12415,1038,2,14868,2,18342,18274,1
1,1,0,0,13199,2918,7,8480,0,25824,25815,0
0,0,1,1,12177,5817,8,4755,0,20074,20036,0
1,0,1,0,22888,2769,3,2038,3,15581,15463,1
0,1,0,1,25284,2544,8,8933,0,3012,3022,0
0,0,1,1,14450,2276,0,0,1,7105,7020,0
2,0,1,0,11630,3541,10,8121,0,8980,8993,0
0,1,1,0,14516,2040,2,12973,0,7002,6964,0
0,1,1,1,24259,3779,2,4727,0,20837,20846,0
1,0,1,1,6948,3801,1,7451,0,22198,22206,1
0,0,0,1,12962,183,1,0,1,11553,11518,0
0,1,1,1,7918,1652,9,0,1,25796,25785,0
0,0,0,0,18182,298,1,1685,0,7903,8214,0
2,0,0,0,6806,2544,8,0,0,9305,9333,1
0,0,0,1,10380,1781,5,5056,1,11326,11318,0
0,0,1,1,20085,2918,10,0,0,15790,15764,0
0,1,1,0,6425,1298,2,3952,0,3949,3965,0
0,1,1,0,7009,1916,7,0,1,9016,9027,0
0,1,1,1,14563,5730,7,520,1,18984,18927,0
1,0,1,0,11050,1652,10,7794,1,22131,22126,0
2,1,1,1,25284,2406,3,3658,0,15747,15723,0
0,0,1,0,8629,2095,6,0,0,15159,15180,0
2,1,1,0,8901,2406,10,11758,0,21353,21344,0
0,1,1,1,8880,298,3,0,0,21258,21266,0
1,1,1,0,13950,1916,0,6863,0,22589,22728,0
1,0,1,0,17633,1652,8,14732,0,19731,19759,0
0,1,1,0,19711,519,3,10291,0,1615,1693,0
0,1,1,0,2316,781,5,0,1,10339,10289,0
0,1,1,1,11769,1916,0,0,0,23140,23050,0
1,0,1,1,6071,5946,8,13506,0,18600,18665,0
0,1,1,1,13405,1298,7,0,1,12892,12847,0
2,1,1,1,24270,183,8,8718,0,22277,22335,0
0,0,1,0,1484,1418,4,0,1,25123,25124,0
0,1,1,0,15320,3033,4,1590,0,79,78,0
0,1,1,1,19279,1916,8,0,1,25449,25444,0
0,0,1,1,10839,113,4,0,1,769,763,0
0,0,1,1,18197,318,1,1339,0,7289,7258,0
1,0,1,1,24331,1418,2,3570,1,1608,1615,0
0,0,0,0,14363,1298,1,0,1,15146,15058,0
0,0,1,1,11350,3279,3,0,2,13948,14183,1
0,1,1,0,4584,1916,9,0,1,5166,5144,0
1,1,0,1,11921,723,7,10595,0,2190,2228,0
0,1,1,0,6852,2040,2,0,0,16281,16276,0
1,1,0,0,3492,2040,2,8278,0,16765,16807,0
1,1,0,1,25284,3541,7,6488,0,5398,5177,1
0,1,1,0,22078,1781,3,0,1,13738,13705,0
0,1,1,1,14459,2406,3,12250,1,4716,4676,0
0,1,1,1,16521,6089,2,9242,1,13033,13028,0
1,0,1,1,11031,3169,8,13786,0,24864,24864,0
0,0,1,1,12477,3279,0,0,0,9040,8914,1
1,0,0,1,8912,3279,1,3189,1,10707,10803,0
0,0,0,1,24417,2630,10,0,0,4070,4102,0
0,0,1,0,2150,1527,2,14753,0,5326,5346,0
0,1,0,0,9057,2040,1,10119,0,6978,7040,0
2,0,1,1,38,4183,1,9925,0,11030,10868,1
2,0,0,1,21767,1298,7,4866,1,18871,18909,0
0,0,1,0,8601,3541,6,13140,2,18461,18230,1
1,0,1,1,11401,3606,3,13133,2,21132,21055,1
2,1,1,0,19262,2040,7,0,1,14277,14320,0
2,0,1,1,15756,5842,8,10450,0,932,967,0
1,1,1,0,15359,1038,5,5026,1,4453,4521,0
0,1,1,1,10512,1527,7,0,1,19207,19185,0
1,1,1,1,15271,101,7,15455,0,18008,18138,0
2,0,0,1,12601,1418,7,0,1,7485,7528,0
0,1,0,1,23906,2544,9,5122,0,11852,11939,0
1,0,1,0,4621,3279,8,13482,0,3345,3334,1
1,0,1,1,9276,1038,2,6665,0,19206,19215,0
0,1,1,0,9095,2918,10,0,1,17595,17536,0
2,1,0,0,13268,2156,2,13889,0,19106,19061,0
1,0,1,0,11480,2803,8,660,0,10461,10718,0
2,0,1,0,23598,391,3,0,0,2328,2287,0
0,1,1,0,9757,1527,8,0,1,21645,21611,0
1,0,1,0,25284,1298,7,14369,0,21530,21517,0
1,0,1,0,8060,2668,0,13891,0,20333,20382,1
0,0,1,0,21524,2406,4,16062,1,2315,2312,0
2,0,1,1,24685,4378,9,0,1,6988,7027,0
2,1,0,1,2318,764,6,0,0,25218,25173,0
2,1,0,1,19738,4666,4,0,1,24983,25000,0
1,0,1,1,25165,1916,2,12430,1,984,943,0
2,1,0,1,12372,3846,2,15463,0,12485,12346,1
2,1,1,0,23413,2918,3,2290,0,12567,12489,0
1,1,1,1,9865,781,6,15076,1,7475,7444,0
0,1,0,1,12136,2276,4,0,0,20787,20821,0
2,1,1,1,11460,2156,7,0,1,18153,18236,0
2,1,1,1,15767,2147,8,8998,0,19397,19490,0
0,1,1,1,20375,1916,7,11453,0,12865,12913,0
2,1,1,1,6550,1781,7,0,1,19856,19981,0
0,1,1,0,6154,2918,5,0,1,7975,7940,0
0,1,1,1,19815,2544,5,11192,0,6490,6448,0
0,0,0,0,14192,3033,3,6230,0,1260,1269,1
0,1,1,1,13831,1652,6,0,1,187,184,0
1,1,0,1,6624,1161,5,2008,0,11627,11575,0
0,0,1,1,13080,2544,2,14775,1,7450,7497,0
1,1,1,0,19895,183,6,3369,1,4834,4814,0
0,1,0,1,21256,1652,5,4049,1,9426,9153,0
0,0,1,0,22802,4424,8,13447,1,20164,20162,0
1,0,1,0,3756,2040,6,5483,1,1115,1113,0
2,0,1,0,12294,518,3,1422,2,1580,1466,1
1,0,1,1,21492,1848,0,5394,1,12477,12533,1
0,0,1,0,20519,1038,4,0,0,6241,6255,0
2,1,0,0,14520,1652,8,4674,0,9639,9694,0
0,1,1,1,15313,2340,5,5071,0,9909,9968,0
2,1,1,1,11797,1781,9,0,1,21069,21049,0
2,1,1,1,7767,2918,2,15676,0,12187,12211,0
0,1,1,1,15246,3166,3,0,0,23112,23135,1
2,1,1,1,1322,4417,3,4790,0,11673,11207,1
2,0,1,0,7857,536,4,0,1,16991,17013,0
0,0,1,0,19995,2156,8,1262,0,1270,1260,1
0,0,0,1,2026,1652,1,4931,0,8063,8127,0
0,0,0,1,8136,1652,3,0,1,371,373,0
2,1,0,0,5847,1781,6,4604,0,12072,12114,0
1,1,1,0,23016,2406,9,6159,0,13054,13046,1
0,1,0,0,20543,2156,4,15528,0,10948,10819,0
1,1,1,1,12657,3169,1,5170,0,15069,14977,1
1,1,1,1,4709,1652,5,3683,0,13378,13407,0
1,0,1,1,24334,2357,4,9309,0,5182,5279,1
1,1,1,1,953,4666,6,14103,0,2172,2166,1
0,1,1,0,13251,3701,3,0,1,1663,1656,1
0,1,0,1,24878,1781,4,6634,0,5724,5696,0
0,1,1,1,3389,4898,5,5962,0,8103,8068,0
0,0,1,0,22102,1038,8,0,1,23050,23061,0
0,1,0,0,15978,2709,3,0,0,8367,8259,0
1,1,1,0,1234,2859,10,14755,1,24913,24884,0
0,1,0,1,3042,1418,9,3579,1,12165,11828,0
1,1,1,0,30,3602,3,8683,0,14959,14907,1
0,0,0,0,21127,3169,1,7425,2,25118,25080,1
0,1,1,0,6107,2406,7,7740,0,16103,16130,1
1,0,1,0,23154,1418,4,5823,0,1343,1310,1
1,1,0,0,17577,4301,5,14881,0,12690,12602,1
0,1,1,1,3764,1781,6,14796,0,24228,24209,0
1,0,1,0,24343,1916,1,13527,0,25431,25437,0
1,0,1,1,9074,98,8,1066,0,18013,17987,1
0,1,0,0,19589,1303,5,6206,0,9698,9729,0
0,1,1,0,8753,781,1,0,1,2549,2563,0
0,1,1,1,12041,2276,1,0,1,11687,11690,0
0,1,1,0,5114,922,5,0,1,10626,10724,0
0,1,1,1,18377,1298,1,0,1,21280,21480,0
1,0,0,0,9266,2657,8,14876,0,9598,9724,0
2,1,0,1,15285,1781,9,0,0,7013,7072,0
2,1,1,1,10161,3033,8,2270,0,11146,11177,0
0,1,1,1,7451,1527,4,0,1,5811,5773,0
1,0,0,1,24872,3663,1,6474,0,3004,3017,1
2,1,1,1,23884,1038,5,0,1,24257,24264,0
1,0,0,0,10793,2544,5,1615,0,8771,8707,1
0,1,1,0,20044,3169,2,3277,0,24369,24341,1
0,1,1,0,1268,3663,1,2277,0,12808,12547,1
2,0,1,0,17212,2782,2,0,1,25983,25983,0
1,1,0,1,9239,518,2,9657,0,2254,2282,0
1,1,1,1,9887,1652,2,7037,1,9596,9590,0
1,1,1,0,11612,1652,6,9900,0,24533,24522,0
0,0,1,0,6040,1527,7,0,1,7434,7496,0
1,1,1,1,1082,2156,9,2902,0,15975,16003,0
0,0,1,1,12129,5373,4,0,1,11068,11129,0
0,0,1,1,7557,518,2,0,1,17912,17851,0
0,0,1,1,24919,3394,3,0,1,11720,11771,0
0,1,1,0,24326,2918,1,3438,0,25691,25689,0
2,1,1,0,23923,2276,3,3391,0,20865,20777,0
0,0,1,0,10763,1038,7,8188,0,19369,19386,1
0,0,1,1,5696,1418,8,0,1,20615,20629,0
0,1,0,0,739,1652,6,0,0,5769,5925,0
1,0,0,1,16425,1527,4,3794,0,23821,23819,0
0,0,1,0,4171,2547,1,6276,0,18529,18517,0
0,0,1,0,2498,1298,5,16051,1,9075,9074,0
0,0,1,1,8049,3033,4,3426,0,16862,16823,0
0,1,1,0,12308,1781,5,0,1,21461,21474,0
0,0,1,0,11572,657,9,10649,0,12260,12311,0
0,1,1,1,5124,2040,1,463,0,24312,24290,1
0,0,1,0,10523,3033,4,5128,1,8336,8473,0
1,0,1,0,17998,3530,7,10877,0,5796,5821,0
1,1,0,0,379,3169,9,16018,1,22529,22543,0
0,0,0,1,8921,2803,8,12371,0,708,692,0
0,0,1,0,20727,2276,1,0,1,645,653,0
1,0,1,0,194,4312,3,5032,0,9189,8991,1
1,1,0,1,13061,937,6,13410,1,10010,10034,0
0,0,0,1,1378,411,8,0,1,8229,8216,0
1,0,1,0,5546,2668,10,8761,1,16439,16371,0
0,1,1,1,25284,2130,9,3631,1,23340,23379,0
0,0,1,0,7087,2918,4,8815,0,10881,10831,0
2,0,1,1,500,3791,1,14598,0,14742,14704,1
1,1,1,1,20006,4074,10,2691,0,10611,10552,0
0,0,1,0,3081,2118,2,0,1,4477,4466,0
1,1,1,1,7253,1652,5,12498,1,10248,9947,0
0,0,1,0,16741,1038,3,0,0,4577,4640,0
0,1,1,0,10580,2803,4,10406,0,25210,25208,0
1,1,0,0,16839,3791,1,8073,1,9143,9014,1
1,1,1,1,13206,1916,1,13168,1,4608,4648,0
2,0,1,1,13703,2156,8,0,1,23437,23440,0
0,1,0,1,14957,3753,7,345,0,22477,22439,1
0,1,0,0,20582,2368,6,4584,0,22983,22949,0
2,1,0,1,14361,3279,1,15228,0,3083,3062,0
0,1,0,1,10178,215,1,7757,1,23996,24069,0
1,0,1,1,22342,3394,5,12839,1,13897,13862,0
1,0,1,1,24943,3169,10,13734,0,8962,9124,1
0,1,0,0,11387,1182,9,0,1,15326,15397,0
1,1,1,1,11027,2668,9,13261,0,19175,19148,0
0,0,0,0,12260,4561,4,461,0,2128,2125,1
2,0,0,1,4308,2276,0,1877,0,10119,10338,1
1,0,1,0,13472,3646,4,3849,1,25934,25929,0
0,1,1,0,9365,1298,9,0,1,9561,9567,0
1,0,1,1,11878,4326,6,3226,1,2555,2593,0
0,1,1,0,15767,1038,4,0,1,2782,2790,0
2,0,1,0,18055,2381,4,13466,0,19305,19265,0
1,0,0,0,9180,4051,6,14184,0,19614,19600,1
1,1,1,1,5284,411,10,6458,1,24537,24558,0
2,1,1,1,3476,2156,4,15914,1,14078,14209,0
2,1,0,0,20965,3033,9,16318,0,7834,7788,1
0,1,0,1,23147,1781,6,15933,0,13176,13198,0
0,1,0,1,17418,1652,1,12634,0,10616,10520,0
0,1,1,0,11535,2406,7,0,1,18390,18401,0
0,1,1,0,18557,1298,3,0,1,17288,17281,0
0,1,1,0,3551,286,4,0,1,2105,2073,0
2,1,1,0,20269,3394,3,0,0,4642,4659,1
0,1,1,0,16989,1781,8,5059,1,13614,13603,0
1,0,1,0,6699,922,7,7122,0,25487,25503,1
0,1,0,1,22068,2040,7,11732,1,8404,8386,0
0,1,1,1,10404,5898,2,6040,1,16479,16593,0
0,1,1,0,12135,2406,2,6348,1,4758,4761,0
0,0,0,0,21700,1527,9,15939,1,12597,12633,0
0,0,1,0,2799,4426,3,4237,0,16017,15932,1
0,1,1,0,760,2940,5,7282,0,17994,18060,0
1,0,1,0,17907,2156,4,3130,2,19013,18918,1
2,0,1,0,17705,2276,1,0,1,7421,7392,0
0,0,1,0,8503,2040,4,0,2,592,567,1
1,0,1,0,11685,1527,4,4758,1,23502,23520,0
0,0,0,0,10547,518,7,5575,0,2460,2456,0
1,1,1,1,10460,1161,9,14905,1,6151,6101,0
0,1,0,0,3168,3791,1,0,0,5988,5835,1
2,0,1,0,21933,4609,0,11127,0,3870,4016,1
2,1,0,0,14646,3663,9,0,0,22117,21989,1
0,1,1,1,15753,1466,7,0,1,13802,13778,0
1,0,1,1,13793,2544,0,726,0,25579,25609,1
0,1,1,1,3757,922,8,0,1,11660,11606,0
2,1,1,0,9081,2623,2,0,1,18569,18576,0
2,1,1,1,17720,1781,7,0,1,12564,12613,0
2,1,1,0,21213,1916,2,9827,0,2532,2564,0
0,1,0,1,6517,1527,2,15431,0,17008,17086,0
0,1,1,0,14404,2803,8,11822,0,17194,17082,0
0,1,1,1,14632,1527,8,0,1,10446,10431,0
